Subject,ML Score,MERCI Score Pos,MERCI Score Neg,Hybrid Score,Prediction,PPV
NDM5_0066,0.09,0.0,0.0,0.09,Non-Toxin,0.0
NDM5_0067,0.165,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0067_2,0.135,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0068,0.17,0.0,0.0,0.17,Non-Toxin,0.066
NDM5_0069,0.42,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_006_0,0.265,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_006_1,0.21,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_007,0.155,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_007_0,0.2,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_007_1,0.14,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_008,0.345,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_008_0,0.07,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_008_1,0.07,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_009,0.515,0.5,-0.5,0.515,Toxin,0.517
NDM5_0090,0.07,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0090_2,0.115,0.0,0.0,0.115,Non-Toxin,0.0
NDM5_0091,0.3,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0092,0.125,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0093,0.205,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0093_2,0.145,0.5,-0.5,0.145,Non-Toxin,0.033
NDM5_0094,0.215,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0095,0.125,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0096,0.13,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0096_2,0.26,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0097,0.14,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0098,0.19,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0099,0.09,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0099_2,0.07,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_009_0,0.125,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_009_1,0.08,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_010,0.295,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_010_0,0.12,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_010_1,0.13,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_011,0.14,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_011_0,0.21,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_011_1,0.185,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_012,0.15,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0120,0.43,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0121,0.21,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0122,0.185,0.0,0.0,0.185,Non-Toxin,0.085
NDM5_0122_2,0.165,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0123,0.195,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0124,0.14,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0125,0.145,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0125_2,0.205,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0126,0.13,0.0,0.0,0.13,Non-Toxin,0.013
NDM5_0127,0.205,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0128,0.28,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0128_2,0.2,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0129,0.13,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_012_0,0.3,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_012_1,0.14,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_013,0.77,0.0,-0.5,0.27,Non-Toxin,0.196
NDM5_013_0,0.215,0.0,0.0,0.215,Non-Toxin,0.124
NDM5_013_1,0.265,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_014,0.45,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_014_0,0.105,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_014_1,0.085,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_015,0.185,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0150,0.125,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0151,0.175,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0151_2,0.205,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0152,0.28,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0153,0.09,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0154,0.14,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0154_2,0.15,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0155,0.15,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0156,0.13,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0157,0.145,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0157_2,0.13,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0158,0.21,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0159,0.175,0.0,0.0,0.175,Non-Toxin,0.072
NDM5_015_0,0.135,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_015_1,0.175,0.0,0.0,0.175,Non-Toxin,0.072
NDM5_016,0.085,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_016_0,0.145,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_016_1,0.175,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_017,0.805,0.0,-0.5,0.305,Non-Toxin,0.242
NDM5_017_0,0.095,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_017_1,0.13,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_018,0.145,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0180,0.085,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0180_2,0.245,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0181,0.625,0.0,-0.5,0.125,Non-Toxin,0.007
NDM5_0182,0.125,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0183,0.1,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0183_2,0.165,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0184,0.805,0.0,0.0,0.805,Toxin,0.896
NDM5_0185,0.09,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0186,0.245,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0186_2,0.18,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0187,0.125,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0188,0.09,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0189,0.22,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0189_2,0.17,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_018_0,0.16,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_018_1,0.21,0.0,0.0,0.21,Non-Toxin,0.118
NDM5_019,0.305,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_019_0,0.14,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_019_1,0.125,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_020,0.105,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_020_0,0.12,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_020_1,0.125,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_021,0.245,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0210,0.125,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0211,0.195,0.0,0.0,0.195,Non-Toxin,0.098
NDM5_0212,0.145,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0212_2,0.12,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0213,0.175,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0214,0.16,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0215,0.17,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0215_2,0.125,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0216,0.095,0.0,0.0,0.095,Non-Toxin,0.0
NDM5_0217,0.16,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0218,0.2,0.0,0.0,0.2,Non-Toxin,0.105
NDM5_0218_2,0.115,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0219,0.2,0.0,0.0,0.2,Non-Toxin,0.105
NDM5_021_0,0.275,0.0,0.0,0.275,Non-Toxin,0.203
NDM5_021_1,0.275,0.0,0.0,0.275,Non-Toxin,0.203
NDM5_022,0.16,0.0,0.0,0.16,Non-Toxin,0.053
NDM5_022_0,0.11,0.0,0.0,0.11,Non-Toxin,0.0
NDM5_022_1,0.08,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_023,0.205,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_023_0,0.215,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_023_1,0.17,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_024,0.07,0.0,0.0,0.07,Non-Toxin,0.0
NDM5_0240,0.115,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0241,0.13,0.0,0.0,0.13,Non-Toxin,0.013
NDM5_0241_2,0.155,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0242,0.51,0.0,-0.5,0.01,Non-Toxin,0.0
NDM5_0243,0.11,0.0,0.0,0.11,Non-Toxin,0.0
NDM5_0244,0.205,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0244_2,0.08,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0245,0.13,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0246,0.105,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0247,0.105,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0247_2,0.335,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0248,0.12,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0249,0.175,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_024_0,0.1,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_024_1,0.15,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_025,0.165,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_025_0,0.135,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_025_1,0.11,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_026,0.12,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_026_0,0.225,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_026_1,0.27,0.0,0.0,0.27,Non-Toxin,0.196
NDM5_027,0.345,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0270,0.135,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0270_2,0.235,0.0,0.0,0.235,Non-Toxin,0.151
NDM5_0271,0.14,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0272,0.15,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0273,0.145,0.0,0.0,0.145,Non-Toxin,0.033
NDM5_0273_2,0.14,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0274,0.12,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0275,0.205,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0276,0.19,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0276_2,0.05,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0277,0.18,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0278,0.235,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0279,0.255,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0279_2,0.225,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_027_0,0.115,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_027_1,0.23,0.0,0.0,0.23,Non-Toxin,0.144
NDM5_028,0.13,0.0,0.0,0.13,Non-Toxin,0.013
NDM5_028_0,0.135,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_028_1,0.145,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_029,0.23,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_029_0,0.075,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_029_1,0.19,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_030,0.08,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0300,0.095,0.0,0.0,0.095,Non-Toxin,0.0
NDM5_0301,0.09,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0302,0.26,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0302_2,0.105,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0303,0.21,0.0,0.0,0.21,Non-Toxin,0.118
NDM5_0304,0.145,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0305,0.33,0.0,0.0,0.33,Non-Toxin,0.275
NDM5_0305_2,0.185,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0306,0.565,0.0,-0.5,0.065,Non-Toxin,0.0
NDM5_0307,0.815,0.0,-0.5,0.315,Non-Toxin,0.255
NDM5_0308,0.175,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0308_2,0.15,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0309,0.565,0.0,-0.5,0.065,Non-Toxin,0.0
NDM5_030_0,0.23,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_030_1,0.24,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_031,0.11,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_031_0,0.145,0.0,0.0,0.145,Non-Toxin,0.033
NDM5_031_1,0.16,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_032,0.325,0.0,0.0,0.325,Non-Toxin,0.268
NDM5_032_0,0.15,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_032_1,0.205,0.0,0.0,0.205,Non-Toxin,0.111
NDM5_033,0.275,0.0,0.0,0.275,Non-Toxin,0.203
NDM5_0330,0.04,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0331,0.24,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0331_2,0.16,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0332,0.165,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0333,0.19,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0334,0.06,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0334_2,0.105,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0335,0.065,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0336,0.28,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0337,0.2,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0337_2,0.13,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0338,0.135,0.0,0.0,0.135,Non-Toxin,0.02
NDM5_0339,0.105,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_033_0,0.09,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_033_1,0.115,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_034,0.14,0.0,0.0,0.14,Non-Toxin,0.026
NDM5_034_0,0.215,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_034_1,0.305,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_035,0.12,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_035_0,0.1,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_035_1,0.16,0.0,0.0,0.16,Non-Toxin,0.053
NDM5_036,0.24,0.0,0.0,0.24,Non-Toxin,0.157
NDM5_0360,0.155,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0360_2,0.15,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0361,0.135,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0362,0.16,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0363,0.175,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0363_2,0.18,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0364,0.2,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0365,0.15,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0366,0.29,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0366_2,0.1,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0367,0.12,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0368,0.105,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0369,0.13,0.0,0.0,0.13,Non-Toxin,0.013
NDM5_0369_2,0.095,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_036_0,0.14,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_036_1,0.13,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_037,0.355,0.0,0.0,0.355,Non-Toxin,0.307
NDM5_037_0,0.36,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_037_1,0.395,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_038,0.07,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_038_0,0.145,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_038_1,0.18,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_039,0.73,0.0,0.0,0.73,Toxin,0.798
NDM5_0390,0.095,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0391,0.275,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0392,0.115,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0392_2,0.145,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0393,0.06,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0394,0.115,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0395,0.105,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0395_2,0.075,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0396,0.135,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0397,0.085,0.0,0.0,0.085,Non-Toxin,0.0
NDM5_0398,0.265,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0398_2,0.18,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0399,0.07,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_039_0,0.175,0.0,0.0,0.175,Non-Toxin,0.072
NDM5_039_1,0.145,0.0,0.0,0.145,Non-Toxin,0.033
NDM5_040,0.08,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_040_0,0.175,0.0,0.0,0.175,Non-Toxin,0.072
NDM5_040_1,0.195,0.0,0.0,0.195,Non-Toxin,0.098
NDM5_041,0.14,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_041_0,0.18,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_041_1,0.225,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_042,0.28,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0420,0.12,0.0,0.0,0.12,Non-Toxin,0.0
NDM5_0421,0.1,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0421_2,0.21,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0422,0.175,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0423,0.125,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0424,0.09,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0424_2,0.13,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0425,0.08,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0426,0.105,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0427,0.105,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0427_2,0.19,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0428,0.165,0.0,0.0,0.165,Non-Toxin,0.059
NDM5_0429,0.145,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_042_0,0.165,0.0,0.0,0.165,Non-Toxin,0.059
NDM5_042_1,0.11,0.0,0.0,0.11,Non-Toxin,0.0
NDM5_043,0.16,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_043_0,0.085,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_043_1,0.145,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_044,0.315,0.0,0.0,0.315,Non-Toxin,0.255
NDM5_044_0,0.145,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_044_1,0.11,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_045,0.13,0.0,0.0,0.13,Non-Toxin,0.013
NDM5_0450,0.105,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0450_2,0.13,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0451,0.12,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0452,0.125,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0453,0.14,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0453_2,0.11,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0454,0.14,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0455,0.11,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0456,0.19,0.0,0.0,0.19,Non-Toxin,0.092
NDM5_0456_2,0.04,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0457,0.105,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0458,0.16,0.0,0.0,0.16,Non-Toxin,0.053
NDM5_0459,0.09,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0459_2,0.295,0.0,0.0,0.295,Non-Toxin,0.229
NDM5_045_0,0.265,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_045_1,0.14,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_046,0.32,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_046_0,0.175,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_046_1,0.1,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_047,0.135,0.0,0.0,0.135,Non-Toxin,0.02
NDM5_047_0,0.235,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_047_1,0.22,0.0,0.0,0.22,Non-Toxin,0.131
NDM5_048,0.425,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0480,0.105,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0481,0.135,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0482,0.09,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0482_2,0.18,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0483,0.32,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0484,0.15,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0485,0.11,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0485_2,0.225,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0486,0.075,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0487,0.12,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0488,0.135,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0488_2,0.105,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_0489,0.11,0.0,-0.5,0.0,Non-Toxin,0.0
NDM5_048_0,0.09,0.0,-0.5,0.0,Non-Toxin,0.0
