design_id,length,net_charge_pH7.4,gravy,hydrophobic_moment,aggregation_proxy,cys_count,delivery_proxy,n_liabilities,liabilities
NDM5_design_2188,39,-2.02,-1.605,0.735,0.029,0,0.5,1,N-term_Q/E(pyroglutamate)
NDM5_design_2556,37,-3.02,-0.67,0.482,0.643,0,0.402,1,motif_DP
NDM5_design_2306,38,-0.03,-0.326,0.845,0.657,0,0.5,2,N-term_Q/E(pyroglutamate);motif_DG
NDM5_design_4795,37,-2.02,-0.505,0.533,0.643,0,0.444,1,motif_DG
NDM5_design_0544,34,-1.98,-0.676,0.705,1.029,0,0.5,0,
NDM5_design_1115,40,-3.02,-0.62,0.708,0.514,0,0.5,0,
NDM5_design_0792,26,-5.1,-0.6,0.591,0.614,1,0.492,1,odd_Cys(free_thiol)
NDM5_design_1603,41,-4.03,0.076,0.532,2.4,0,0.443,1,N-term_Met(ox)
NDM5_design_0715,33,0.97,-0.312,0.789,1.329,0,0.581,1,motif_DP
NDM5_design_0247,39,-4.02,-0.9,0.598,1.329,0,0.498,0,
NDM5_design_0982,43,-6.02,-0.705,0.645,0.686,0,0.5,2,N-term_Q/E(pyroglutamate);motif_DG
NDM5_design_1008,28,-5.02,-0.207,0.594,0.986,0,0.495,0,
NDM5_design_0243,39,-3.1,0.269,0.284,1.386,1,0.236,2,odd_Cys(free_thiol);motif_DG
NDM5_design_1853,44,-0.14,-0.089,0.625,1.414,1,0.5,2,odd_Cys(free_thiol);motif_DP
NDM5_design_1284,30,0.01,-0.653,0.643,0.443,0,0.501,1,N-term_Q/E(pyroglutamate)
NDM5_design_3490,26,-0.99,-1.096,0.497,-0.057,0,0.414,0,
NDM5_design_0758,33,-2.98,-0.179,0.549,1.286,0,0.457,0,
NDM5_design_0611,43,-3.14,-0.526,0.613,2.2,1,0.5,1,odd_Cys(free_thiol)
NDM5_design_1357,45,-2.02,-0.371,0.777,1.743,0,0.5,0,
NDM5_design_1030,42,-4.03,-0.343,0.493,0.957,0,0.411,0,
NDM5_design_2451,34,-2.98,-0.626,0.45,1.557,0,0.375,1,homopolymer_run>=4
NDM5_design_0635,35,-0.02,-0.777,0.673,1.186,0,0.5,0,
NDM5_design_1879,42,0.97,0.119,0.84,1.214,0,0.581,1,N-term_Q/E(pyroglutamate)
NDM5_design_2205,43,-4.03,-0.314,0.684,1.757,0,0.5,2,N-term_Met(ox);motif_DP
NDM5_design_0577,37,-5.13,-0.392,0.565,1.214,1,0.47,1,odd_Cys(free_thiol)
NDM5_design_0970,40,-9.02,0.065,0.496,1.414,0,0.413,1,motif_DP
NDM5_design_0502,32,-3.14,-0.822,0.697,1.586,1,0.5,2,odd_Cys(free_thiol);N-term_Q/E(pyroglutamate)
NDM5_design_2654,40,-4.02,-0.652,0.668,0.429,0,0.5,0,
NDM5_design_4577,38,-2.02,-0.311,0.767,1.686,0,0.5,1,homopolymer_run>=4
NDM5_design_0979,40,-6.03,0.667,0.448,1.671,0,0.373,1,N-term_Met(ox)
NDM5_design_0574,37,0.97,-0.105,0.509,2.143,0,0.505,0,
NDM5_design_1348,34,-4.98,-1.035,0.713,0.371,0,0.5,2,N-term_Q/E(pyroglutamate);motif_DP
NDM5_design_0610,43,-2.06,0.374,0.72,2.429,1,0.5,2,odd_Cys(free_thiol);homopolymer_run>=4
NDM5_design_1390,43,-7.09,-1.102,0.455,1.571,1,0.379,2,odd_Cys(free_thiol);homopolymer_run>=4
NDM5_design_0312,41,-3.14,0.22,0.42,1.986,1,0.35,2,odd_Cys(free_thiol);motif_DG
NDM5_design_0660,45,-2.03,-0.258,0.571,1.257,0,0.476,0,
NDM5_design_1379,36,-5.14,-0.156,0.593,1.914,1,0.494,2,odd_Cys(free_thiol);N-term_Q/E(pyroglutamate)
NDM5_design_0070,40,-1.03,-0.212,0.662,1.0,0,0.5,1,N-term_Met(ox)
NDM5_design_0858,44,-0.03,-0.23,0.542,1.529,0,0.451,2,motif_NG;homopolymer_run>=4
NDM5_design_0103,39,-1.02,-0.044,0.756,1.471,0,0.5,2,N-term_Q/E(pyroglutamate);motif_DP
NDM5_design_4677,35,-2.02,-0.049,0.427,1.414,0,0.356,0,
NDM5_design_0981,43,-3.25,-0.24,0.696,1.114,2,0.5,0,
NDM5_design_3215,40,-3.25,0.023,0.343,0.914,2,0.286,0,
NDM5_design_0395,30,-1.02,0.25,0.687,1.314,0,0.5,0,
NDM5_design_1432,34,-4.03,-0.706,0.415,0.814,0,0.346,1,motif_DP
NDM5_design_2603,26,-0.99,-0.792,0.497,0.114,0,0.414,0,
NDM5_design_0083,38,-2.02,-0.789,1.041,1.114,0,0.5,0,
NDM5_design_1898,44,-4.02,-0.457,0.777,1.0,0,0.5,0,
NDM5_design_1626,43,-2.02,-0.074,0.775,1.671,0,0.5,0,
NDM5_design_0330,36,0.01,-0.669,0.648,0.471,0,0.501,0,
NDM5_design_4240,34,-0.02,0.188,0.637,1.371,0,0.5,0,
NDM5_design_1893,44,-2.02,-0.173,0.734,1.114,0,0.5,1,N-term_Q/E(pyroglutamate)
NDM5_design_1956,39,-1.03,-0.533,0.57,0.814,0,0.475,1,N-term_Met(ox)
NDM5_design_0107,39,-0.03,-0.464,0.498,1.157,0,0.415,0,
NDM5_design_3080,39,-4.02,-0.454,0.763,1.571,0,0.5,1,homopolymer_run>=4
NDM5_design_0984,43,-1.02,-0.195,0.601,1.686,0,0.5,2,N-term_Met(ox);motif_DP
NDM5_design_2942,26,-1.02,-1.05,0.804,0.071,0,0.5,0,
NDM5_design_0803,38,-5.02,-0.468,0.524,0.657,0,0.436,0,
NDM5_design_2469,43,-3.1,-0.458,0.733,0.771,1,0.5,1,odd_Cys(free_thiol)
NDM5_design_0458,40,-6.02,-0.012,0.725,2.186,0,0.5,2,N-term_Q/E(pyroglutamate);homopolymer_run>=4
NDM5_design_1217,37,-2.13,-0.846,0.606,2.414,1,0.5,1,odd_Cys(free_thiol)
NDM5_design_2307,38,-2.54,0.816,0.285,2.3,5,0.238,2,odd_Cys(free_thiol);5_Cys
NDM5_design_1119,40,-1.14,-0.055,0.486,0.786,1,0.405,1,odd_Cys(free_thiol)
NDM5_design_2364,38,-7.02,-0.253,0.477,1.614,0,0.397,0,
NDM5_design_1579,41,-6.24,-0.593,0.569,0.543,2,0.474,1,homopolymer_run>=4
NDM5_design_0777,20,-1.02,-0.43,0.457,0.043,0,0.38,1,homopolymer_run>=4
NDM5_design_0856,44,-1.02,-0.152,0.57,1.329,0,0.475,0,
NDM5_design_2415,38,-3.14,-0.497,0.573,1.986,1,0.478,2,odd_Cys(free_thiol);N-term_Q/E(pyroglutamate)
NDM5_design_0298,34,-0.02,-0.844,0.582,1.143,0,0.485,1,homopolymer_run>=4
NDM5_design_3209,42,-4.02,-0.407,0.766,0.814,0,0.5,2,N-term_Met(ox);oxidation_prone(M/W)
NDM5_design_0701,29,-2.03,-1.045,0.493,0.643,0,0.411,0,
NDM5_design_1784,36,-7.98,-0.389,0.727,0.686,0,0.5,1,motif_DG
NDM5_design_1577,41,-3.03,-0.098,0.582,0.914,0,0.485,2,N-term_Met(ox);motif_DG
NDM5_design_2454,34,-4.02,-0.944,0.85,1.5,0,0.5,2,N-term_Q/E(pyroglutamate);motif_DP
NDM5_design_4003,45,-5.02,0.329,0.421,2.186,0,0.35,0,
NDM5_design_0291,34,-0.03,-0.653,0.642,1.743,0,0.5,0,
NDM5_design_0316,41,-8.02,-0.159,0.534,1.3,0,0.445,1,N-term_Q/E(pyroglutamate)
NDM5_design_2477,24,-6.02,-0.242,0.444,0.829,0,0.37,0,
NDM5_design_2217,39,-0.99,-0.431,0.561,1.543,0,0.467,0,
NDM5_design_2362,38,-6.02,-0.126,0.287,1.157,0,0.239,1,N-term_Q/E(pyroglutamate)
NDM5_design_0255,29,-3.14,0.524,0.423,1.8,1,0.352,1,odd_Cys(free_thiol)
NDM5_design_1524,45,-3.03,-0.936,0.716,0.271,0,0.5,0,
NDM5_design_1729,38,-4.02,-0.092,0.57,1.571,0,0.475,1,motif_DP
NDM5_design_0071,40,-1.02,-0.175,0.547,1.086,0,0.456,0,
NDM5_design_0553,13,-2.14,0.192,0.196,0.7,1,0.163,2,odd_Cys(free_thiol);N-term_Q/E(pyroglutamate)
NDM5_design_3384,38,-2.02,-0.579,0.557,1.286,0,0.464,2,motif_DP;homopolymer_run>=4
NDM5_design_4882,12,-1.25,-0.433,0.173,0.414,2,0.144,1,motif_DP
NDM5_design_1556,35,-3.03,-0.346,0.604,1.443,0,0.5,0,
NDM5_design_1127,14,-0.02,0.757,0.274,1.286,0,0.228,0,
NDM5_design_2095,13,-2.02,0.623,0.211,0.986,0,0.176,1,motif_DP
NDM5_design_2647,14,-1.02,-0.214,0.408,0.657,0,0.34,0,
NDM5_design_0851,44,-6.02,-0.245,0.748,2.029,0,0.5,1,N-term_Q/E(pyroglutamate)
NDM5_design_1856,44,-8.02,0.086,0.592,1.4,0,0.494,0,
NDM5_design_0174,38,-3.13,0.371,0.461,2.057,1,0.384,1,odd_Cys(free_thiol)
NDM5_design_1263,36,-4.03,-0.681,0.504,0.557,0,0.42,0,
NDM5_design_0583,31,-1.02,-0.597,0.684,0.714,0,0.5,1,motif_DG
NDM5_design_1397,43,-2.02,-0.24,0.553,1.414,0,0.46,1,N-term_Q/E(pyroglutamate)
NDM5_design_0649,37,0.01,-0.4,0.575,2.129,0,0.48,0,
NDM5_design_0369,37,-2.02,-0.33,0.461,1.357,0,0.384,2,N-term_Met(ox);motif_NG
NDM5_design_0614,43,1.97,-0.709,0.647,0.886,0,0.664,0,
NDM5_design_4367,12,-2.25,0.617,0.083,1.486,2,0.069,0,
NDM5_design_3267,35,-4.25,-0.611,0.453,1.129,2,0.377,1,motif_DP
NDM5_design_2686,24,-6.14,-0.954,0.442,0.586,1,0.368,1,odd_Cys(free_thiol)
NDM5_design_1107,28,-5.02,0.221,0.544,1.386,0,0.454,0,
NDM5_design_1007,28,-1.03,0.196,0.695,2.129,0,0.5,1,N-term_Q/E(pyroglutamate)
NDM5_design_2059,33,-1.03,-0.442,0.808,0.829,0,0.5,1,motif_DP
NDM5_design_1772,42,-1.02,0.105,0.775,2.086,0,0.5,1,motif_DS
NDM5_design_2296,19,-0.02,-1.289,0.593,-0.571,0,0.494,1,motif_DP
NDM5_design_0936,23,-3.03,-0.339,0.351,0.843,0,0.292,0,
NDM5_design_1296,30,2.98,-0.567,0.958,0.571,0,0.748,0,
NDM5_design_2037,43,-7.13,-0.358,0.695,0.686,1,0.5,1,odd_Cys(free_thiol)
NDM5_design_1646,43,-7.02,-0.237,0.746,0.857,0,0.5,2,N-term_Q/E(pyroglutamate);motif_DG
NDM5_design_3221,40,-0.99,-1.127,0.606,0.143,0,0.5,0,
NDM5_design_0548,34,1.01,-1.215,0.715,0.371,0,0.584,0,
NDM5_design_2413,38,-0.1,0.45,0.308,1.471,1,0.257,2,odd_Cys(free_thiol);motif_DG
NDM5_design_2308,38,-0.99,-1.461,0.686,-0.657,0,0.5,0,
NDM5_design_0076,40,-3.02,-0.315,0.582,1.6,0,0.485,1,motif_DG
NDM5_design_1199,28,0.98,-0.646,0.718,1.071,0,0.581,0,
NDM5_design_1167,28,-3.98,-0.089,0.741,1.143,0,0.5,0,
NDM5_design_2036,43,0.97,-0.267,0.661,1.5,0,0.581,1,N-term_Met(ox)
NDM5_design_2236,27,-1.02,-0.419,0.883,1.786,0,0.5,1,N-term_Q/E(pyroglutamate)
NDM5_design_1143,39,-2.25,-0.192,0.369,1.229,2,0.307,1,motif_DG
NDM5_design_4811,14,-2.02,-0.079,0.375,0.557,0,0.312,1,motif_DP
NDM5_design_1552,35,-2.36,0.854,0.451,2.529,3,0.375,2,odd_Cys(free_thiol);3_Cys
NDM5_design_0162,12,-1.25,0.283,0.297,0.671,2,0.248,0,
NDM5_design_0735,32,-5.25,-0.872,0.685,0.886,2,0.5,1,motif_DP
NDM5_design_1704,31,-1.14,-0.326,0.659,1.586,1,0.5,2,odd_Cys(free_thiol);motif_NG
NDM5_design_1629,43,-2.02,-0.428,0.728,1.143,0,0.5,0,
NDM5_design_3433,42,-3.03,-0.41,0.591,1.557,0,0.492,0,
NDM5_design_0495,34,-5.14,-0.55,0.367,1.1,1,0.306,2,odd_Cys(free_thiol);motif_DG
NDM5_design_2189,39,-3.25,0.062,0.364,1.486,2,0.303,1,motif_DG
NDM5_design_1830,40,-2.02,-0.515,0.728,0.943,0,0.5,0,
NDM5_design_2381,27,-0.98,-0.474,0.82,0.443,0,0.5,1,motif_DG
NDM5_design_0178,38,0.05,-0.05,0.787,1.357,0,0.504,2,N-term_Met(ox);motif_NS
NDM5_design_0630,35,-1.14,-0.003,0.709,1.471,1,0.5,2,odd_Cys(free_thiol);N-term_Q/E(pyroglutamate)
NDM5_design_0266,33,-0.02,-1.233,0.685,0.643,0,0.5,0,
NDM5_design_1595,44,0.01,-0.689,0.591,0.986,0,0.493,0,
NDM5_design_0986,43,-4.03,-0.274,0.372,0.843,0,0.31,1,motif_DG
NDM5_design_1106,28,-2.02,0.054,0.784,1.986,0,0.5,0,
NDM5_design_1382,31,-1.03,-0.758,0.734,0.814,0,0.5,0,
NDM5_design_1067,37,-7.02,-0.635,0.645,0.929,0,0.5,1,N-term_Q/E(pyroglutamate)
NDM5_design_4139,24,0.01,0.321,0.503,1.657,0,0.421,0,
NDM5_design_2814,41,-0.99,-0.883,0.589,0.743,0,0.491,2,motif_DG;motif_DP
NDM5_design_0339,36,-4.02,0.306,0.664,1.6,0,0.5,0,
NDM5_design_3727,17,-1.14,0.212,0.494,0.857,1,0.412,2,odd_Cys(free_thiol);motif_DG
NDM5_design_1897,44,-1.02,-0.339,0.747,1.586,0,0.5,0,
