query_id,query_len,max_raw_score,max_norm_score_max_len_frac,max_norm_score_align_len_frac,max_similarity_percent
seq_rank_63,25,13.0,0.4642857142857143,0.4642857142857143,46.42857142857143
seq_rank_64,50,22.0,0.44,0.44,44.0
seq_rank_65,48,23.0,0.46,0.46,46.0
seq_rank_66,47,20.0,0.425531914893617,0.425531914893617,42.5531914893617
seq_rank_67,22,11.0,0.5,0.5,50.0
seq_rank_68,31,15.0,0.4838709677419355,0.4838709677419355,48.38709677419355
seq_rank_69,28,14.0,0.4827586206896552,0.4827586206896552,48.275862068965516
seq_rank_70,19,10.0,0.5263157894736842,0.5263157894736842,52.63157894736842
seq_rank_71,30,18.0,0.6,0.6,60.0
seq_rank_72,20,11.0,0.55,0.55,55.00000000000001
seq_rank_73,27,13.0,0.48148148148148145,0.48148148148148145,48.148148148148145
seq_rank_74,38,17.0,0.425,0.425,42.5
seq_rank_75,31,16.0,0.5161290322580645,0.5161290322580645,51.61290322580645
seq_rank_76,19,10.0,0.5263157894736842,0.5263157894736842,52.63157894736842
seq_rank_77,33,19.0,0.5757575757575758,0.5757575757575758,57.57575757575758
seq_rank_78,24,12.0,0.5,0.5,50.0
seq_rank_79,14,8.0,0.5333333333333333,0.5333333333333333,53.333333333333336
seq_rank_80,25,11.0,0.44,0.44,44.0
seq_rank_81,35,16.0,0.45714285714285713,0.45714285714285713,45.714285714285715
seq_rank_82,16,10.0,0.47619047619047616,0.47619047619047616,47.61904761904761
seq_rank_83,30,17.0,0.5483870967741935,0.5483870967741935,54.83870967741935
seq_rank_84,38,20.0,0.5263157894736842,0.5263157894736842,52.63157894736842
seq_rank_85,25,12.0,0.46153846153846156,0.46153846153846156,46.15384615384615
seq_rank_86,29,14.0,0.4827586206896552,0.4827586206896552,48.275862068965516
seq_rank_87,29,13.0,0.4482758620689655,0.4482758620689655,44.827586206896555
seq_rank_88,47,23.0,0.46,0.46,46.0
seq_rank_89,35,18.0,0.5142857142857142,0.5142857142857142,51.42857142857142
seq_rank_90,26,13.0,0.5,0.5,50.0
seq_rank_91,32,15.0,0.46875,0.46875,46.875
seq_rank_92,36,18.0,0.47368421052631576,0.47368421052631576,47.368421052631575
seq_rank_93,35,16.0,0.45714285714285713,0.45714285714285713,45.714285714285715
seq_rank_94,31,16.0,0.5161290322580645,0.5161290322580645,51.61290322580645
seq_rank_95,34,16.0,0.47058823529411764,0.47058823529411764,47.05882352941176
seq_rank_96,17,10.0,0.5882352941176471,0.5882352941176471,58.82352941176471
seq_rank_97,31,15.0,0.4838709677419355,0.4838709677419355,48.38709677419355
seq_rank_98,47,21.0,0.44680851063829785,0.44680851063829785,44.680851063829785
seq_rank_99,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
seq_rank_100,35,20.0,0.5714285714285714,0.5714285714285714,57.14285714285714
