Subject,ML Score,MERCI Score Pos,MERCI Score Neg,Hybrid Score,Prediction,PPV
seq_rank_48,0.2,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_49,0.2,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_5,0.13,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_50,0.14,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_51,0.085,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_52,0.095,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_53,0.13,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_54,0.14,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_55,0.185,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_56,0.105,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_57,0.15,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_58,0.095,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_59,0.215,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_6,0.165,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_60,0.08,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_61,0.135,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_62,0.115,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_63,0.155,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_64,0.11,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_65,0.11,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_66,0.12,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_67,0.19,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_68,0.215,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_69,0.235,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_7,0.095,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_70,0.115,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_71,0.085,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_72,0.145,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_73,0.165,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_74,0.09,0.0,0.0,0.09,Non-Toxin,0.0
seq_rank_75,0.105,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_76,0.145,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_77,0.115,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_78,0.18,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_79,0.235,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_8,0.115,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_80,0.14,0.0,0.0,0.14,Non-Toxin,0.026
seq_rank_81,0.24,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_82,0.135,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_83,0.165,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_84,0.165,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_85,0.11,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_86,0.08,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_87,0.06,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_88,0.14,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_89,0.125,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_9,0.125,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_90,0.2,0.0,0.0,0.2,Non-Toxin,0.105
seq_rank_91,0.105,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_92,0.145,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_93,0.315,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_94,0.225,0.0,0.0,0.225,Non-Toxin,0.137
seq_rank_95,0.095,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_96,0.09,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_97,0.065,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_98,0.08,0.0,-0.5,0.0,Non-Toxin,0.0
seq_rank_99,0.2,0.0,-0.5,0.0,Non-Toxin,0.0
