Subject,ML Score,MERCI Score Pos,MERCI Score Neg,Hybrid Score,Prediction,PPV
sequence_149,0.24,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_15,0.1,0.0,0.0,0.1,Non-Toxin,0.0
sequence_150,0.215,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_151,0.315,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_152,0.19,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_153,0.07,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_154,0.2,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_155,0.19,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_156,0.23,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_157,0.26,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_158,0.12,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_159,0.13,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_16,0.285,0.0,0.0,0.285,Non-Toxin,0.216
sequence_160,0.2,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_161,0.37,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_162,0.11,0.0,0.0,0.11,Non-Toxin,0.0
sequence_163,0.175,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_164,0.33,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_165,0.135,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_166,0.24,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_167,0.17,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_168,0.41,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_169,0.095,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_17,0.32,0.0,0.0,0.32,Non-Toxin,0.262
sequence_170,0.125,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_171,0.125,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_172,0.255,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_173,0.34,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_174,0.26,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_175,0.085,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_176,0.06,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_177,0.515,0.0,0.0,0.515,Toxin,0.517
sequence_178,0.205,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_179,0.305,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_18,0.26,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_180,0.11,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_181,0.18,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_182,0.19,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_183,0.26,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_184,0.345,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_185,0.435,0.0,0.0,0.435,Toxin,0.412
sequence_186,0.215,0.0,0.0,0.215,Non-Toxin,0.124
sequence_187,0.255,0.0,0.0,0.255,Non-Toxin,0.177
sequence_188,0.22,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_189,0.115,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_19,0.56,0.0,0.0,0.56,Toxin,0.575
sequence_190,0.06,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_191,0.535,0.0,-0.5,0.035,Non-Toxin,0.0
sequence_192,0.16,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_193,0.17,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_194,0.13,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_195,0.085,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_196,0.1,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_197,0.1,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_198,0.13,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_199,0.165,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_2,0.27,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_20,0.105,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_200,0.47,0.0,0.0,0.47,Toxin,0.458
sequence_21,0.265,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_22,0.355,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_23,0.205,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_24,0.1,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_25,0.36,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_26,0.58,0.0,-0.5,0.08,Non-Toxin,0.0
sequence_27,0.245,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_28,0.225,0.0,0.0,0.225,Non-Toxin,0.137
sequence_29,0.29,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_3,0.13,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_30,0.295,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_31,0.175,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_32,0.085,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_33,0.135,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_34,0.145,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_35,0.205,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_36,0.125,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_37,0.195,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_38,0.08,0.0,0.0,0.08,Non-Toxin,0.0
sequence_39,0.09,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_4,0.195,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_40,0.14,0.0,0.0,0.14,Non-Toxin,0.026
sequence_41,0.09,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_42,0.125,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_43,0.4,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_44,0.21,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_45,0.235,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_46,0.275,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_47,0.23,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_48,0.45,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_49,0.245,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_5,0.31,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_50,0.26,0.0,0.0,0.26,Non-Toxin,0.183
sequence_51,0.24,0.0,0.0,0.24,Non-Toxin,0.157
sequence_52,0.335,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_53,0.29,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_54,0.14,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_55,0.11,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_56,0.175,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_57,0.81,0.0,-0.5,0.31,Non-Toxin,0.249
sequence_58,0.13,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_59,0.41,0.0,0.0,0.41,Toxin,0.379
sequence_6,0.115,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_60,0.185,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_61,0.285,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_62,0.315,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_63,0.31,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_64,0.09,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_65,0.225,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_66,0.135,0.0,0.0,0.135,Non-Toxin,0.02
sequence_67,0.245,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_68,0.17,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_69,0.255,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_7,0.32,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_70,0.105,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_71,0.13,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_72,0.31,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_73,0.09,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_74,0.105,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_75,0.24,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_76,0.275,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_77,0.34,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_78,0.16,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_79,0.22,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_8,0.18,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_80,0.27,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_81,0.28,0.0,0.0,0.28,Non-Toxin,0.209
sequence_82,0.2,0.0,0.0,0.2,Non-Toxin,0.105
sequence_83,0.165,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_84,0.195,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_85,0.275,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_86,0.165,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_87,0.145,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_88,0.395,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_89,0.26,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_9,0.185,0.0,0.0,0.185,Non-Toxin,0.085
sequence_90,0.13,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_91,0.105,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_92,0.215,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_93,0.1,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_94,0.065,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_95,0.33,0.0,0.0,0.33,Non-Toxin,0.275
sequence_96,0.135,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_97,0.14,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_98,0.27,0.0,-0.5,0.0,Non-Toxin,0.0
sequence_99,0.24,0.0,-0.5,0.0,Non-Toxin,0.0
