Subject,ML Score,MERCI Score Pos,MERCI Score Neg,Hybrid Score,Prediction,PPV
rand_170,0.215,0.0,0.0,0.215,Non-Toxin,0.124
rand_171,0.415,0.0,-0.5,0.0,Non-Toxin,0.0
rand_172,0.305,0.0,0.0,0.305,Non-Toxin,0.242
rand_173,0.385,0.0,-0.5,0.0,Non-Toxin,0.0
rand_174,0.29,0.0,0.0,0.29,Non-Toxin,0.222
rand_175,0.18,0.0,0.0,0.18,Non-Toxin,0.079
rand_176,0.57,0.0,0.0,0.57,Toxin,0.588
rand_177,0.105,0.0,-0.5,0.0,Non-Toxin,0.0
rand_178,0.19,0.0,0.0,0.19,Non-Toxin,0.092
rand_179,0.27,0.0,-0.5,0.0,Non-Toxin,0.0
rand_18,0.15,0.0,-0.5,0.0,Non-Toxin,0.0
rand_180,0.31,0.0,-0.5,0.0,Non-Toxin,0.0
rand_181,0.385,0.0,-0.5,0.0,Non-Toxin,0.0
rand_182,0.08,0.0,-0.5,0.0,Non-Toxin,0.0
rand_183,0.235,0.0,-0.5,0.0,Non-Toxin,0.0
rand_184,0.245,0.0,-0.5,0.0,Non-Toxin,0.0
rand_185,0.315,0.0,-0.5,0.0,Non-Toxin,0.0
rand_186,0.41,0.0,-0.5,0.0,Non-Toxin,0.0
rand_187,0.38,0.0,-0.5,0.0,Non-Toxin,0.0
rand_188,0.375,0.0,-0.5,0.0,Non-Toxin,0.0
rand_189,0.4,0.0,0.0,0.4,Toxin,0.366
rand_19,0.47,0.0,0.0,0.47,Toxin,0.458
rand_190,0.64,0.0,0.0,0.64,Toxin,0.68
rand_191,0.345,0.0,0.0,0.345,Non-Toxin,0.294
rand_192,0.75,0.0,-0.5,0.25,Non-Toxin,0.17
rand_193,0.29,0.0,-0.5,0.0,Non-Toxin,0.0
rand_194,0.485,0.0,0.0,0.485,Toxin,0.477
rand_195,0.53,0.0,-0.5,0.03,Non-Toxin,0.0
rand_196,0.21,0.0,-0.5,0.0,Non-Toxin,0.0
rand_197,0.625,0.0,-0.5,0.125,Non-Toxin,0.007
rand_198,0.45,0.0,-0.5,0.0,Non-Toxin,0.0
rand_199,0.45,0.0,0.0,0.45,Toxin,0.432
rand_2,0.23,0.0,-0.5,0.0,Non-Toxin,0.0
rand_20,0.165,0.0,0.0,0.165,Non-Toxin,0.059
rand_200,0.425,0.0,0.0,0.425,Toxin,0.399
rand_201,0.59,0.0,0.0,0.59,Toxin,0.615
rand_202,0.24,0.0,0.0,0.24,Non-Toxin,0.157
rand_203,0.315,0.0,-0.5,0.0,Non-Toxin,0.0
rand_204,0.33,0.0,-0.5,0.0,Non-Toxin,0.0
rand_205,0.58,0.0,0.0,0.58,Toxin,0.601
rand_206,0.565,0.0,0.0,0.565,Toxin,0.582
rand_207,0.29,0.0,-0.5,0.0,Non-Toxin,0.0
rand_208,0.24,0.0,-0.5,0.0,Non-Toxin,0.0
rand_209,0.225,0.0,-0.5,0.0,Non-Toxin,0.0
rand_21,0.5,0.5,-0.5,0.5,Toxin,0.497
rand_210,0.37,0.0,-0.5,0.0,Non-Toxin,0.0
rand_211,0.295,0.0,0.0,0.295,Non-Toxin,0.229
rand_212,0.305,0.0,-0.5,0.0,Non-Toxin,0.0
rand_213,0.64,0.0,0.0,0.64,Toxin,0.68
rand_214,0.495,0.0,0.0,0.495,Toxin,0.49
rand_215,0.27,0.0,-0.5,0.0,Non-Toxin,0.0
rand_216,0.19,0.0,0.0,0.19,Non-Toxin,0.092
rand_217,0.325,0.0,-0.5,0.0,Non-Toxin,0.0
rand_218,0.45,0.0,-0.5,0.0,Non-Toxin,0.0
rand_219,0.3,0.0,-0.5,0.0,Non-Toxin,0.0
rand_22,0.235,0.0,-0.5,0.0,Non-Toxin,0.0
rand_220,0.28,0.0,0.0,0.28,Non-Toxin,0.209
rand_221,0.365,0.0,-0.5,0.0,Non-Toxin,0.0
rand_222,0.23,0.0,0.0,0.23,Non-Toxin,0.144
rand_223,0.545,0.0,0.0,0.545,Toxin,0.556
rand_224,0.74,0.0,0.0,0.74,Toxin,0.811
rand_225,0.335,0.0,-0.5,0.0,Non-Toxin,0.0
rand_226,0.415,0.0,-0.5,0.0,Non-Toxin,0.0
rand_227,0.36,0.0,-0.5,0.0,Non-Toxin,0.0
rand_228,0.585,0.0,-0.5,0.085,Non-Toxin,0.0
rand_229,0.19,0.0,-0.5,0.0,Non-Toxin,0.0
rand_23,0.34,0.0,-0.5,0.0,Non-Toxin,0.0
rand_230,0.54,0.0,-0.5,0.04,Non-Toxin,0.0
rand_231,0.33,0.0,-0.5,0.0,Non-Toxin,0.0
rand_232,0.615,0.0,-0.5,0.115,Non-Toxin,0.0
rand_233,0.56,0.0,-0.5,0.06,Non-Toxin,0.0
rand_234,0.48,0.0,-0.5,0.0,Non-Toxin,0.0
rand_235,0.255,0.0,-0.5,0.0,Non-Toxin,0.0
rand_236,0.69,0.0,0.0,0.69,Toxin,0.745
rand_237,0.41,0.0,-0.5,0.0,Non-Toxin,0.0
rand_238,0.28,0.0,0.0,0.28,Non-Toxin,0.209
rand_239,0.54,0.0,-0.5,0.04,Non-Toxin,0.0
rand_24,0.35,0.0,0.0,0.35,Non-Toxin,0.301
rand_240,0.475,0.0,-0.5,0.0,Non-Toxin,0.0
rand_241,0.29,0.0,0.0,0.29,Non-Toxin,0.222
rand_242,0.71,0.0,-0.5,0.21,Non-Toxin,0.118
rand_243,0.37,0.0,0.0,0.37,Non-Toxin,0.327
rand_244,0.555,0.0,-0.5,0.055,Non-Toxin,0.0
rand_245,0.475,0.0,-0.5,0.0,Non-Toxin,0.0
rand_246,0.36,0.0,-0.5,0.0,Non-Toxin,0.0
rand_247,0.365,0.0,-0.5,0.0,Non-Toxin,0.0
rand_248,0.23,0.0,-0.5,0.0,Non-Toxin,0.0
rand_249,0.11,0.0,0.0,0.11,Non-Toxin,0.0
rand_25,0.315,0.0,-0.5,0.0,Non-Toxin,0.0
rand_250,0.27,0.0,-0.5,0.0,Non-Toxin,0.0
rand_251,0.295,0.0,-0.5,0.0,Non-Toxin,0.0
rand_252,0.715,0.0,0.0,0.715,Toxin,0.778
rand_253,0.205,0.0,0.0,0.205,Non-Toxin,0.111
rand_254,0.46,0.5,-0.5,0.46,Toxin,0.445
rand_255,0.51,0.0,-0.5,0.01,Non-Toxin,0.0
rand_256,0.345,0.0,-0.5,0.0,Non-Toxin,0.0
rand_257,0.05,0.0,0.0,0.05,Non-Toxin,0.0
rand_258,0.335,0.0,-0.5,0.0,Non-Toxin,0.0
rand_259,0.13,0.0,0.0,0.13,Non-Toxin,0.013
rand_26,0.495,0.0,0.0,0.495,Toxin,0.49
rand_260,0.36,0.0,-0.5,0.0,Non-Toxin,0.0
rand_261,0.34,0.0,-0.5,0.0,Non-Toxin,0.0
rand_262,0.63,0.0,0.0,0.63,Toxin,0.667
rand_263,0.5,0.0,0.0,0.5,Toxin,0.497
rand_264,0.44,0.0,0.0,0.44,Toxin,0.418
rand_265,0.335,0.0,-0.5,0.0,Non-Toxin,0.0
rand_266,0.17,0.0,-0.5,0.0,Non-Toxin,0.0
rand_267,0.16,0.0,0.0,0.16,Non-Toxin,0.053
rand_268,0.26,0.0,-0.5,0.0,Non-Toxin,0.0
rand_269,0.445,0.0,-0.5,0.0,Non-Toxin,0.0
rand_27,0.48,0.0,-0.5,0.0,Non-Toxin,0.0
rand_270,0.495,0.0,0.0,0.495,Toxin,0.49
rand_271,0.415,0.0,0.0,0.415,Toxin,0.386
rand_272,0.31,0.0,0.0,0.31,Non-Toxin,0.249
rand_273,0.385,0.0,-0.5,0.0,Non-Toxin,0.0
rand_274,0.39,0.0,0.0,0.39,Toxin,0.353
rand_275,0.81,0.0,0.0,0.81,Toxin,0.902
rand_276,0.64,0.0,-0.5,0.14,Non-Toxin,0.026
rand_277,0.255,0.0,-0.5,0.0,Non-Toxin,0.0
rand_278,0.605,0.0,0.0,0.605,Toxin,0.634
rand_279,0.57,0.0,-0.5,0.07,Non-Toxin,0.0
rand_28,0.425,0.0,0.0,0.425,Toxin,0.399
rand_280,0.625,0.0,-0.5,0.125,Non-Toxin,0.007
rand_29,0.17,0.0,0.0,0.17,Non-Toxin,0.066
rand_3,0.165,0.0,-0.5,0.0,Non-Toxin,0.0
rand_30,0.29,0.0,-0.5,0.0,Non-Toxin,0.0
rand_31,0.75,0.5,0.0,1.0,Toxin,1.0
rand_32,0.42,0.0,0.0,0.42,Toxin,0.392
rand_33,0.225,0.0,0.0,0.225,Non-Toxin,0.137
rand_34,0.145,0.0,-0.5,0.0,Non-Toxin,0.0
rand_35,0.395,0.0,-0.5,0.0,Non-Toxin,0.0
rand_36,0.405,0.0,-0.5,0.0,Non-Toxin,0.0
rand_37,0.315,0.0,0.0,0.315,Non-Toxin,0.255
rand_38,0.505,0.0,0.0,0.505,Toxin,0.503
rand_39,0.47,0.0,0.0,0.47,Toxin,0.458
rand_4,0.505,0.0,-0.5,0.005,Non-Toxin,0.0
rand_40,0.44,0.0,-0.5,0.0,Non-Toxin,0.0
rand_41,0.205,0.0,0.0,0.205,Non-Toxin,0.111
rand_42,0.45,0.0,0.0,0.45,Toxin,0.432
rand_43,0.585,0.0,-0.5,0.085,Non-Toxin,0.0
rand_44,0.45,0.0,-0.5,0.0,Non-Toxin,0.0
rand_45,0.24,0.0,-0.5,0.0,Non-Toxin,0.0
rand_46,0.28,0.0,-0.5,0.0,Non-Toxin,0.0
rand_47,0.645,0.0,-0.5,0.145,Non-Toxin,0.033
rand_48,0.38,0.0,-0.5,0.0,Non-Toxin,0.0
rand_49,0.62,0.0,-0.5,0.12,Non-Toxin,0.0
rand_5,0.54,0.0,0.0,0.54,Toxin,0.549
rand_50,0.33,0.0,-0.5,0.0,Non-Toxin,0.0
rand_51,0.535,0.0,0.0,0.535,Toxin,0.543
rand_52,0.42,0.0,0.0,0.42,Toxin,0.392
rand_53,0.59,0.0,-0.5,0.09,Non-Toxin,0.0
rand_54,0.495,0.0,0.0,0.495,Toxin,0.49
rand_55,0.175,0.0,-0.5,0.0,Non-Toxin,0.0
rand_56,0.525,0.0,-0.5,0.025,Non-Toxin,0.0
rand_57,0.585,0.0,0.0,0.585,Toxin,0.608
rand_58,0.29,0.0,0.0,0.29,Non-Toxin,0.222
rand_59,0.34,0.0,-0.5,0.0,Non-Toxin,0.0
rand_6,0.82,0.0,0.0,0.82,Toxin,0.915
rand_60,0.555,0.0,-0.5,0.055,Non-Toxin,0.0
rand_61,0.34,0.0,-0.5,0.0,Non-Toxin,0.0
rand_62,0.435,0.0,0.0,0.435,Toxin,0.412
rand_63,0.27,0.0,-0.5,0.0,Non-Toxin,0.0
rand_64,0.47,0.0,-0.5,0.0,Non-Toxin,0.0
rand_65,0.7,0.0,-0.5,0.2,Non-Toxin,0.105
rand_66,0.32,0.5,-0.5,0.32,Non-Toxin,0.262
rand_67,0.605,0.0,-0.5,0.105,Non-Toxin,0.0
rand_68,0.89,0.0,0.0,0.89,Toxin,1.0
rand_69,0.215,0.0,-0.5,0.0,Non-Toxin,0.0
rand_7,0.58,0.0,0.0,0.58,Toxin,0.601
rand_70,0.645,0.0,0.0,0.645,Toxin,0.686
rand_71,0.29,0.0,-0.5,0.0,Non-Toxin,0.0
rand_72,0.665,0.5,-0.5,0.665,Toxin,0.713
rand_73,0.175,0.0,0.0,0.175,Non-Toxin,0.072
rand_74,0.315,0.0,-0.5,0.0,Non-Toxin,0.0
rand_75,0.69,0.0,-0.5,0.19,Non-Toxin,0.092
rand_76,0.445,0.0,-0.5,0.0,Non-Toxin,0.0
rand_77,0.52,0.0,0.0,0.52,Toxin,0.523
rand_78,0.635,0.5,-0.5,0.635,Toxin,0.673
rand_79,0.175,0.0,0.0,0.175,Non-Toxin,0.072
rand_8,0.525,0.0,-0.5,0.025,Non-Toxin,0.0
rand_80,0.18,0.0,-0.5,0.0,Non-Toxin,0.0
rand_81,0.265,0.0,-0.5,0.0,Non-Toxin,0.0
rand_82,0.29,0.0,-0.5,0.0,Non-Toxin,0.0
rand_83,0.155,0.0,0.0,0.155,Non-Toxin,0.046
rand_84,0.305,0.0,0.0,0.305,Non-Toxin,0.242
rand_85,0.645,0.0,0.0,0.645,Toxin,0.686
rand_86,0.325,0.0,-0.5,0.0,Non-Toxin,0.0
rand_87,0.225,0.0,0.0,0.225,Non-Toxin,0.137
rand_88,0.215,0.0,0.0,0.215,Non-Toxin,0.124
rand_89,0.17,0.0,0.0,0.17,Non-Toxin,0.066
rand_9,0.265,0.0,0.0,0.265,Non-Toxin,0.19
rand_90,0.335,0.0,-0.5,0.0,Non-Toxin,0.0
rand_91,0.31,0.0,0.0,0.31,Non-Toxin,0.249
rand_92,0.57,0.0,0.0,0.57,Toxin,0.588
rand_93,0.52,0.0,0.0,0.52,Toxin,0.523
rand_94,0.315,0.0,0.0,0.315,Non-Toxin,0.255
rand_95,0.625,0.0,-0.5,0.125,Non-Toxin,0.007
rand_96,0.38,0.5,-0.5,0.38,Non-Toxin,0.34
rand_97,0.57,0.0,0.0,0.57,Toxin,0.588
rand_98,0.16,0.0,-0.5,0.0,Non-Toxin,0.0
rand_99,0.13,0.0,0.0,0.13,Non-Toxin,0.013
