design_id,length,net_charge_pH7.4,gravy,hydrophobic_moment,aggregation_proxy,cys_count,delivery_proxy,n_liabilities,liabilities
NDM5_038,20,-1.02,-0.46,0.161,-0.086,0,0.134,1,homopolymer_run>=4
NDM5_039,20,-3.25,-0.805,0.225,0.9,2,0.187,2,motif_NG;motif_DP
NDM5_040,21,-1.02,0.281,0.628,2.414,0,0.5,1,N-term_Q/E(pyroglutamate)
NDM5_041,21,-1.02,-0.743,0.464,0.114,0,0.386,1,motif_DG
NDM5_042,21,0.86,0.319,0.322,2.843,1,0.34,1,odd_Cys(free_thiol)
NDM5_043,21,-1.02,-0.281,0.594,0.243,0,0.495,1,motif_NG
NDM5_044,21,-1.14,-0.052,0.484,1.314,1,0.403,1,odd_Cys(free_thiol)
NDM5_045,21,-0.99,-1.438,0.485,-0.014,0,0.404,1,motif_DS
NDM5_046,21,1.01,0.162,0.332,0.657,0,0.361,0,
NDM5_047,21,-1.03,-0.181,0.266,1.371,0,0.222,0,
NDM5_048,21,-1.1,-0.12,0.363,0.557,1,0.302,1,odd_Cys(free_thiol)
NDM5_049,21,-2.14,-0.376,0.193,0.686,1,0.161,2,odd_Cys(free_thiol);motif_NG
NDM5_050,12,-1.99,0.417,0.156,1.029,0,0.13,0,
NDM5_051,12,-0.03,0.617,0.102,0.829,0,0.085,0,
NDM5_052,12,1.01,-0.475,0.447,0.1,0,0.457,1,motif_NG
NDM5_053,12,-0.99,0.258,0.287,0.657,0,0.239,0,
NDM5_054,12,-0.02,0.1,0.141,0.129,0,0.118,0,
NDM5_055,12,-0.02,0.783,0.231,1.057,0,0.193,0,
NDM5_056,12,-1.02,0.125,0.232,0.386,0,0.193,0,
NDM5_057,12,-2.02,-0.642,0.13,0.786,0,0.109,0,
NDM5_058,12,-0.14,1.958,0.205,2.529,1,0.171,1,odd_Cys(free_thiol)
NDM5_059,12,-0.02,-0.867,0.137,-0.486,0,0.114,0,
NDM5_060,24,0.97,0.188,0.548,1.3,0,0.537,1,motif_DG
NDM5_061,24,3.01,0.392,0.73,1.9,0,0.751,0,
NDM5_062,24,-0.25,0.117,0.289,1.371,2,0.241,1,motif_NG
NDM5_063,24,-5.02,-1.458,0.425,-0.614,0,0.354,3,motif_DG;motif_DS;oxidation_prone(M/W)
NDM5_064,24,-4.02,-0.633,0.272,0.186,0,0.227,0,
NDM5_065,24,-5.02,-0.517,0.557,0.771,0,0.464,0,
NDM5_066,24,-4.1,0.217,0.214,1.471,1,0.178,1,odd_Cys(free_thiol)
NDM5_067,24,-1.25,-0.283,0.302,1.471,2,0.252,1,motif_DG
NDM5_068,24,-3.02,-0.638,0.34,0.186,0,0.283,0,
NDM5_069,24,-3.02,-0.842,0.226,0.343,0,0.189,3,motif_DG;motif_DP;homopolymer_run>=4
NDM5_070,42,2.64,0.886,0.518,2.114,3,0.651,2,odd_Cys(free_thiol);3_Cys
NDM5_071,42,-0.02,0.976,0.062,1.8,0,0.052,1,homopolymer_run>=4
NDM5_072,42,3.97,-0.348,0.685,1.686,0,0.831,0,
NDM5_073,42,3.01,0.11,0.687,2.129,0,0.751,0,
NDM5_074,42,-3.95,-0.148,0.541,1.271,0,0.451,1,motif_NG
NDM5_075,42,-3.02,0.402,0.575,1.714,0,0.479,1,N-term_Met(ox)
NDM5_076,42,-2.33,-0.707,0.323,0.786,3,0.269,4,odd_Cys(free_thiol);3_Cys;motif_NG;motif_DG
NDM5_077,42,-1.02,0.693,0.425,2.3,0,0.354,1,motif_DS
NDM5_078,42,1.97,-0.295,0.677,1.614,0,0.664,1,motif_NG
NDM5_079,42,-3.1,0.214,0.592,3.086,1,0.493,1,odd_Cys(free_thiol)
NDM5_080,37,-1.02,0.957,0.479,3.4,0,0.399,2,N-term_Q/E(pyroglutamate);oxidation_prone(M/W)
NDM5_081,37,-0.95,0.008,0.413,1.786,0,0.344,0,
NDM5_082,37,0.75,-0.354,0.352,0.486,2,0.356,1,motif_NG
NDM5_083,37,-1.25,-0.592,0.294,0.957,2,0.245,1,motif_DP
NDM5_084,37,-1.02,0.7,0.277,2.2,0,0.23,1,motif_NS
NDM5_085,37,-1.1,0.189,0.276,1.543,1,0.23,3,odd_Cys(free_thiol);motif_DG;oxidation_prone(M/W)
NDM5_086,37,-3.02,-0.024,0.412,1.329,1,0.343,3,odd_Cys(free_thiol);motif_NG;motif_DG
NDM5_087,37,-2.02,-0.084,0.449,1.186,0,0.374,0,
NDM5_088,37,-8.47,-0.208,0.455,0.757,4,0.379,2,4_Cys;motif_DG
NDM5_089,37,-0.21,-0.486,0.377,0.643,2,0.314,2,homopolymer_run>=4;oxidation_prone(M/W)
NDM5_090,13,-2.02,-0.831,0.3,-0.529,0,0.25,1,motif_NG
NDM5_091,13,-1.02,0.354,0.336,0.871,0,0.28,0,
NDM5_092,13,-1.02,-0.177,0.158,0.457,0,0.131,0,
NDM5_093,13,0.98,0.485,0.288,1.2,0,0.322,1,homopolymer_run>=4
NDM5_094,13,0.01,-0.569,0.222,-0.0,0,0.186,0,
NDM5_095,13,-0.03,0.438,0.176,1.414,0,0.146,0,
NDM5_096,13,-0.02,0.3,0.126,0.5,0,0.105,0,
NDM5_097,13,-1.02,-0.346,0.168,0.114,0,0.14,0,
NDM5_098,13,-1.03,0.438,0.341,0.571,0,0.284,2,motif_NG;motif_DG
NDM5_099,13,-0.03,1.177,0.156,1.914,0,0.13,0,
NDM5_100,18,0.98,0.167,0.551,0.886,0,0.54,0,
NDM5_101,18,-4.02,-0.667,0.144,0.686,0,0.12,0,
NDM5_102,18,-2.99,0.233,0.247,1.529,0,0.206,0,
NDM5_103,18,-1.02,0.522,0.2,1.314,0,0.167,0,
NDM5_104,18,-0.14,0.783,0.45,1.586,1,0.375,1,odd_Cys(free_thiol)
NDM5_105,18,2.97,-1.2,0.467,-0.143,0,0.637,1,motif_NS
NDM5_106,18,-1.06,0.222,0.213,0.971,1,0.178,1,odd_Cys(free_thiol)
NDM5_107,18,-0.02,-0.4,0.278,-0.043,0,0.232,2,motif_NG;motif_NS
NDM5_108,18,-3.02,0.617,0.304,1.714,0,0.253,1,motif_DG
NDM5_109,18,-2.02,-0.022,0.195,0.257,0,0.162,0,
NDM5_110,36,0.97,0.206,0.511,1.443,0,0.507,0,
NDM5_111,36,-1.99,0.125,0.378,1.729,0,0.315,0,
NDM5_112,36,-0.99,0.111,0.471,1.686,0,0.392,0,
NDM5_113,36,-4.02,-0.119,0.406,0.971,0,0.338,2,motif_NG;motif_DG
NDM5_114,36,-4.43,0.377,0.407,1.286,4,0.339,2,4_Cys;motif_DG
NDM5_115,36,-2.1,-0.033,0.448,1.414,1,0.373,1,odd_Cys(free_thiol)
NDM5_116,36,-0.14,0.253,0.711,2.186,1,0.5,2,odd_Cys(free_thiol);motif_DG
NDM5_117,36,-0.25,0.608,0.441,2.4,2,0.367,1,N-term_Q/E(pyroglutamate)
NDM5_118,36,-2.98,-0.367,0.295,0.429,0,0.246,3,motif_NG;motif_DG;motif_DP
NDM5_119,36,0.82,-0.611,0.592,1.657,2,0.562,1,motif_DG
NDM5_120,15,-0.02,0.993,0.242,1.329,0,0.201,0,
NDM5_121,15,-2.14,0.133,0.236,0.171,1,0.197,1,odd_Cys(free_thiol)
NDM5_122,15,1.97,-0.427,0.321,0.314,0,0.432,1,motif_NG
NDM5_123,15,-1.06,-0.993,0.223,-0.214,1,0.186,2,odd_Cys(free_thiol);homopolymer_run>=4
NDM5_124,15,-3.03,-0.507,0.111,-0.029,0,0.092,1,motif_DG
NDM5_125,15,-1.1,0.873,0.404,1.071,1,0.337,1,odd_Cys(free_thiol)
NDM5_126,15,-0.03,1.093,0.161,1.871,0,0.134,0,
NDM5_127,15,-0.14,-0.153,0.201,0.657,1,0.167,2,odd_Cys(free_thiol);motif_NG
NDM5_128,15,0.97,0.6,0.547,1.471,0,0.537,0,
NDM5_129,15,0.01,-0.847,0.298,0.1,0,0.25,2,N-term_Q/E(pyroglutamate);motif_DG
NDM5_130,39,-3.36,-0.169,0.332,1.243,3,0.277,4,odd_Cys(free_thiol);3_Cys;motif_DG;motif_NS
NDM5_131,39,0.97,0.351,0.3,1.614,0,0.331,1,motif_NS
NDM5_132,39,2.01,-0.241,0.463,2.014,0,0.554,0,
NDM5_133,39,-8.25,-0.405,0.317,0.871,2,0.264,2,motif_DG;motif_DS
NDM5_134,39,-2.54,0.377,0.489,1.714,5,0.407,3,odd_Cys(free_thiol);5_Cys;motif_NG
NDM5_135,39,-5.36,0.049,0.302,1.486,3,0.251,3,odd_Cys(free_thiol);3_Cys;motif_DG
NDM5_136,39,0.05,-1.187,0.495,1.186,0,0.417,0,
NDM5_137,39,-2.03,0.185,0.708,1.543,0,0.5,0,
NDM5_138,39,-2.14,0.195,0.466,1.629,1,0.388,2,odd_Cys(free_thiol);motif_DG
NDM5_139,39,-0.58,0.554,0.439,1.757,5,0.366,3,odd_Cys(free_thiol);5_Cys;motif_DG
NDM5_140,40,-0.02,-0.05,0.601,1.9,0,0.5,3,N-term_Met(ox);motif_NG;motif_DG
NDM5_141,40,-0.36,-0.37,0.48,0.9,3,0.4,3,odd_Cys(free_thiol);3_Cys;motif_NG
NDM5_142,40,-2.14,-0.122,0.481,1.671,1,0.401,2,odd_Cys(free_thiol);motif_DS
NDM5_143,40,-2.02,-0.593,0.429,1.271,1,0.358,2,odd_Cys(free_thiol);N-term_Q/E(pyroglutamate)
NDM5_144,40,-1.32,-0.202,0.325,1.329,3,0.271,2,odd_Cys(free_thiol);3_Cys
NDM5_145,40,-2.02,0.807,0.385,3.957,1,0.321,3,odd_Cys(free_thiol);motif_DS;homopolymer_run>=4
NDM5_146,40,-0.95,-0.693,0.499,0.971,0,0.415,3,N-term_Q/E(pyroglutamate);motif_NG;homopolymer_run>=4
NDM5_147,40,-2.02,0.0,0.623,2.229,0,0.5,0,
NDM5_148,40,-3.21,-0.307,0.39,0.786,2,0.325,1,motif_DG
NDM5_149,40,-0.99,-0.035,0.413,1.757,0,0.344,1,motif_DP
NDM5_150,40,-1.99,0.547,0.361,2.071,0,0.301,0,
NDM5_151,40,0.71,0.408,0.559,2.114,3,0.525,3,odd_Cys(free_thiol);3_Cys;homopolymer_run>=4
NDM5_152,40,-1.06,0.057,0.289,2.543,1,0.241,3,odd_Cys(free_thiol);motif_NG;motif_NS
NDM5_153,40,-2.25,0.4,0.406,1.8,2,0.339,1,motif_DS
NDM5_154,40,1.53,0.255,0.548,1.914,4,0.584,3,4_Cys;motif_DG;oxidation_prone(M/W)
NDM5_155,40,-1.21,0.39,0.528,1.757,2,0.44,0,
NDM5_156,40,-0.1,0.257,0.354,2.2,1,0.295,2,odd_Cys(free_thiol);motif_NG
NDM5_157,40,-6.02,-0.608,0.526,0.771,0,0.439,3,motif_NG;motif_DS;motif_NS
NDM5_158,40,-4.62,-0.085,0.357,0.971,6,0.297,3,6_Cys;motif_DG;motif_DS
NDM5_159,40,-4.02,-0.347,0.449,0.986,0,0.374,0,
NDM5_160,28,-3.03,-0.696,0.608,0.714,0,0.5,4,N-term_Q/E(pyroglutamate);motif_NG;motif_DG;motif_DS
NDM5_161,28,2.05,-0.95,0.271,1.186,0,0.396,1,motif_DP
NDM5_162,28,-0.36,0.096,0.302,1.6,3,0.252,3,odd_Cys(free_thiol);3_Cys;N-term_Met(ox)
NDM5_163,28,-0.99,0.55,0.272,2.086,0,0.227,2,motif_DP;homopolymer_run>=4
NDM5_164,28,0.86,0.693,0.146,1.8,1,0.193,2,odd_Cys(free_thiol);homopolymer_run>=4
NDM5_165,28,-1.02,0.914,0.409,2.714,0,0.341,2,motif_DP;oxidation_prone(M/W)
NDM5_166,28,-0.02,0.936,0.589,2.414,0,0.491,1,homopolymer_run>=4
NDM5_167,28,-1.06,-0.539,0.471,1.486,1,0.393,1,odd_Cys(free_thiol)
NDM5_168,28,-1.03,-0.139,0.646,0.729,0,0.5,1,motif_NS
NDM5_169,28,-2.32,0.425,0.362,1.614,3,0.302,3,odd_Cys(free_thiol);3_Cys;motif_DG
NDM5_170,42,-1.21,0.129,0.639,1.671,2,0.5,0,
NDM5_171,42,-6.13,-0.407,0.361,1.9,1,0.301,3,odd_Cys(free_thiol);motif_DG;motif_DS
NDM5_172,42,2.9,0.114,0.507,1.143,1,0.664,3,odd_Cys(free_thiol);motif_DG;oxidation_prone(M/W)
NDM5_173,42,2.98,-0.114,0.754,0.971,0,0.748,0,
NDM5_174,42,-0.99,-0.586,0.405,1.229,0,0.338,3,N-term_Q/E(pyroglutamate);motif_NG;motif_DG
NDM5_175,42,-3.21,0.164,0.476,0.843,2,0.396,1,motif_NS
NDM5_176,42,-6.03,-0.883,0.474,0.714,0,0.395,1,motif_DG
NDM5_177,42,0.97,0.5,0.754,2.743,0,0.581,0,
NDM5_178,42,-7.02,-0.462,0.388,1.057,0,0.323,1,motif_DG
NDM5_179,42,-2.1,-1.214,0.537,0.457,1,0.447,2,odd_Cys(free_thiol);motif_DP
NDM5_180,45,0.19,0.009,0.294,1.357,7,0.261,3,odd_Cys(free_thiol);7_Cys;motif_NG
NDM5_181,45,0.01,-0.007,0.508,2.329,0,0.424,1,motif_DP
NDM5_182,45,-3.55,-0.431,0.432,0.614,5,0.36,3,odd_Cys(free_thiol);5_Cys;motif_NG
NDM5_183,45,-4.98,0.644,0.384,2.143,0,0.32,1,motif_DP
NDM5_184,45,-2.7,0.451,0.394,1.671,6,0.328,2,6_Cys;motif_NS
NDM5_185,45,-0.1,0.08,0.415,2.157,1,0.346,1,odd_Cys(free_thiol)
NDM5_186,45,-2.54,0.691,0.285,1.871,5,0.238,3,odd_Cys(free_thiol);5_Cys;motif_DG
NDM5_187,45,0.97,0.216,0.444,2.143,0,0.451,3,motif_NG;motif_DP;homopolymer_run>=4
NDM5_188,45,-0.14,0.182,0.555,1.514,1,0.463,2,odd_Cys(free_thiol);motif_NG
NDM5_189,45,-0.59,-0.567,0.324,1.157,5,0.27,2,odd_Cys(free_thiol);5_Cys
NDM5_190,23,-1.03,-0.426,0.484,0.357,0,0.404,0,
NDM5_191,23,-2.03,0.083,0.304,1.314,0,0.253,0,
NDM5_192,23,-0.02,-0.235,0.458,0.914,0,0.382,0,
NDM5_193,23,-2.03,0.352,0.251,1.686,0,0.209,1,motif_DG
NDM5_194,23,0.9,0.352,0.387,1.886,1,0.397,1,odd_Cys(free_thiol)
NDM5_195,23,0.97,0.539,0.449,1.357,0,0.456,1,homopolymer_run>=4
NDM5_196,23,-2.14,-0.004,0.222,0.914,1,0.185,2,odd_Cys(free_thiol);motif_DS
NDM5_197,23,-2.99,-0.809,0.378,-0.0,0,0.315,1,motif_DG
NDM5_198,23,-3.02,0.157,0.17,1.686,0,0.142,1,motif_NG
NDM5_199,23,-1.03,0.809,0.322,2.843,0,0.268,0,
NDM5_200,33,-0.02,0.009,0.386,1.557,0,0.321,1,N-term_Q/E(pyroglutamate)
NDM5_201,33,-1.03,-0.442,0.305,1.357,0,0.254,1,motif_DS
NDM5_202,33,1.05,0.009,0.724,1.414,0,0.588,1,N-term_Met(ox)
NDM5_203,33,1.97,-0.339,0.728,1.214,0,0.665,1,motif_DG
NDM5_204,33,-2.36,0.5,0.613,2.029,3,0.5,2,odd_Cys(free_thiol);3_Cys
NDM5_205,33,2.01,0.164,0.588,1.457,0,0.658,1,oxidation_prone(M/W)
NDM5_206,33,-2.25,0.312,0.341,1.214,2,0.284,1,N-term_Met(ox)
NDM5_207,33,1.75,-0.503,0.635,0.514,2,0.646,1,motif_DS
NDM5_208,33,-1.14,0.494,0.534,2.086,1,0.445,2,odd_Cys(free_thiol);motif_DP
NDM5_209,33,0.98,1.406,0.338,1.814,0,0.363,1,homopolymer_run>=4
NDM5_210,12,-1.02,-0.408,0.269,0.257,0,0.224,0,
NDM5_211,12,-0.02,0.242,0.193,0.657,0,0.161,0,
NDM5_212,12,-0.02,-0.025,0.153,1.043,0,0.127,0,
NDM5_213,12,-1.02,0.508,0.06,1.414,0,0.05,0,
NDM5_214,12,1.01,-0.133,0.213,0.029,0,0.262,0,
NDM5_215,12,0.97,0.692,0.301,1.457,0,0.332,0,
NDM5_216,12,0.97,-0.567,0.212,-0.329,0,0.258,0,
NDM5_217,12,-0.02,0.55,0.164,1.129,0,0.137,0,
NDM5_218,12,-3.14,-0.542,0.148,0.271,1,0.123,1,odd_Cys(free_thiol)
NDM5_219,12,0.01,1.308,0.216,2.157,0,0.182,0,
NDM5_220,38,-2.99,-0.597,0.462,0.729,0,0.385,2,motif_NG;motif_NS
NDM5_221,38,-1.03,-0.268,0.275,0.786,0,0.229,1,motif_DG
NDM5_222,38,-4.95,-0.363,0.478,1.814,0,0.398,1,motif_DG
NDM5_223,38,-1.95,-0.937,0.445,0.386,0,0.371,3,motif_NG;motif_DG;homopolymer_run>=4
NDM5_224,38,0.01,0.984,0.341,1.886,0,0.285,1,homopolymer_run>=4
NDM5_225,38,0.3,-0.295,0.455,1.414,6,0.405,1,6_Cys
NDM5_226,38,-2.02,-0.458,0.367,0.671,0,0.305,1,motif_DG
NDM5_227,38,-2.91,0.274,0.347,2.129,0,0.289,4,motif_NG;motif_DP;motif_DS;oxidation_prone(M/W)
NDM5_228,38,0.75,0.605,0.426,1.6,2,0.417,1,homopolymer_run>=4
NDM5_229,38,-1.99,-0.292,0.45,0.971,0,0.375,1,motif_DS
NDM5_230,14,-0.02,0.007,0.339,0.571,0,0.282,0,
NDM5_231,14,-0.02,1.386,0.077,1.957,0,0.064,0,
NDM5_232,14,-2.03,0.214,0.318,1.557,0,0.265,0,
NDM5_233,14,1.01,-0.229,0.275,1.014,0,0.314,0,
NDM5_234,14,-3.14,-0.157,0.077,0.371,1,0.064,1,odd_Cys(free_thiol)
NDM5_235,14,-2.02,0.114,0.304,0.314,0,0.254,0,
NDM5_236,14,-2.02,-0.671,0.189,-0.257,0,0.158,2,motif_DG;motif_DS
NDM5_237,14,0.01,-0.571,0.205,0.571,0,0.171,2,N-term_Met(ox);motif_DG
NDM5_238,14,-1.02,-0.929,0.107,-0.629,0,0.089,2,motif_DS;homopolymer_run>=4
NDM5_239,14,-2.02,0.543,0.351,0.7,0,0.292,0,
NDM5_240,13,-1.02,0.085,0.392,0.586,0,0.326,1,motif_DG
NDM5_241,13,-1.02,0.492,0.181,0.414,0,0.151,1,motif_DG
NDM5_242,13,0.98,-1.477,0.744,-0.443,0,0.581,1,N-term_Q/E(pyroglutamate)
NDM5_243,13,-2.99,-1.585,0.123,-0.657,0,0.102,0,
NDM5_244,13,-1.02,0.023,0.122,0.371,0,0.102,1,homopolymer_run>=4
NDM5_245,13,-1.03,-0.815,0.123,-0.029,0,0.102,0,
NDM5_246,13,0.01,-0.646,0.27,0.229,0,0.226,0,
NDM5_247,13,1.05,-0.638,0.221,1.257,0,0.272,0,
NDM5_248,13,-1.03,0.038,0.226,0.386,0,0.189,1,motif_NG
NDM5_249,13,-0.02,0.5,0.094,0.529,0,0.079,1,motif_NG
NDM5_250,16,-2.02,-0.975,0.463,0.9,0,0.386,1,motif_DG
NDM5_251,16,0.98,0.375,0.433,0.771,0,0.443,1,motif_NG
NDM5_252,16,-0.02,-0.581,0.171,0.971,0,0.142,2,motif_NG;motif_DP
NDM5_253,16,-2.02,0.106,0.453,0.8,0,0.377,3,N-term_Q/E(pyroglutamate);motif_DG;motif_NS
NDM5_254,16,-2.02,0.312,0.2,0.857,0,0.167,0,
NDM5_255,16,1.13,-1.325,0.434,0.314,0,0.455,1,homopolymer_run>=4
NDM5_256,16,-0.99,0.387,0.168,1.214,0,0.14,0,
NDM5_257,16,2.01,-1.119,0.376,-0.471,0,0.481,1,motif_NG
NDM5_258,16,-1.02,1.087,0.211,2.086,0,0.176,0,
NDM5_259,16,-0.03,0.444,0.254,1.114,0,0.212,0,
NDM5_260,27,0.97,-0.011,0.354,1.814,0,0.376,2,N-term_Met(ox);oxidation_prone(M/W)
NDM5_261,27,-3.25,0.119,0.304,1.143,2,0.254,1,motif_DG
NDM5_262,27,-0.14,-1.081,0.578,1.057,1,0.481,1,odd_Cys(free_thiol)
NDM5_263,27,0.9,0.907,0.292,2.714,1,0.318,4,odd_Cys(free_thiol);N-term_Q/E(pyroglutamate);motif_NS;oxidation_prone(M/W)
NDM5_264,27,-2.02,-0.0,0.255,1.186,0,0.212,1,motif_NG
NDM5_265,27,2.97,-0.478,0.4,0.586,0,0.581,1,motif_NG
NDM5_266,27,0.97,0.933,0.163,1.871,0,0.217,0,
NDM5_267,27,-0.03,0.278,0.39,1.143,0,0.325,0,
NDM5_268,27,-1.03,0.685,0.299,1.257,0,0.249,0,
NDM5_269,27,-1.02,0.993,0.51,2.843,0,0.425,2,homopolymer_run>=4;oxidation_prone(M/W)
NDM5_270,19,-0.02,0.709,0.122,1.4,0,0.101,0,
NDM5_271,19,-1.02,0.216,0.266,1.043,0,0.222,0,
NDM5_272,19,-4.03,-0.805,0.189,0.429,0,0.158,1,motif_NG
NDM5_273,19,-1.14,-0.679,0.318,0.829,1,0.265,2,odd_Cys(free_thiol);motif_DS
NDM5_274,19,-0.02,0.637,0.67,1.457,0,0.5,0,
NDM5_275,19,0.98,-0.289,0.838,0.443,0,0.581,0,
NDM5_276,19,1.01,-0.616,0.198,1.2,0,0.249,0,
NDM5_277,19,-1.03,-0.437,0.712,1.614,0,0.5,1,motif_DG
NDM5_278,19,-2.02,0.426,0.281,1.186,0,0.234,0,
NDM5_279,19,-2.02,-0.111,0.437,1.043,0,0.364,1,motif_DG
NDM5_280,19,-0.99,0.311,0.283,1.2,0,0.236,1,motif_DG
NDM5_281,19,0.97,-0.574,0.434,0.957,0,0.442,1,motif_DS
NDM5_282,19,-1.02,0.574,0.207,1.286,0,0.172,0,
NDM5_283,19,-2.02,-0.3,0.232,1.3,0,0.193,1,motif_DG
NDM5_284,19,1.01,-0.4,0.381,0.657,0,0.402,1,motif_NG
NDM5_285,19,-2.98,-0.532,0.343,0.429,0,0.286,0,
NDM5_286,19,0.98,0.395,0.304,1.5,0,0.335,0,
NDM5_287,19,0.01,0.353,0.403,1.143,0,0.337,0,
NDM5_288,19,2.01,-1.242,0.349,0.714,0,0.459,0,
NDM5_289,19,-0.14,-0.916,0.273,-0.486,1,0.228,2,odd_Cys(free_thiol);homopolymer_run>=4
NDM5_290,19,-2.02,-0.068,0.404,0.671,0,0.337,1,motif_DG
NDM5_291,19,-3.02,-0.416,0.253,-0.029,0,0.211,1,motif_DG
NDM5_292,19,0.97,0.974,0.346,1.857,0,0.369,0,
NDM5_293,19,1.01,-0.784,0.365,0.114,0,0.389,0,
NDM5_294,19,-2.02,0.4,0.363,1.229,0,0.302,1,homopolymer_run>=4
NDM5_295,19,-2.99,-0.521,0.37,0.9,0,0.308,0,
NDM5_296,19,0.01,-0.732,0.278,0.357,0,0.233,1,motif_NG
NDM5_297,19,-0.03,-0.684,0.374,-0.2,0,0.311,0,
NDM5_298,19,-2.02,0.089,0.504,0.686,0,0.42,0,
NDM5_299,19,-1.02,0.426,0.307,2.114,0,0.256,0,
NDM5_300,32,3.97,0.053,0.671,1.743,0,0.831,0,
NDM5_301,32,-6.1,-0.234,0.609,1.629,1,0.5,2,odd_Cys(free_thiol);motif_DG
NDM5_302,32,2.97,0.162,0.66,1.029,0,0.748,1,N-term_Met(ox)
NDM5_303,32,1.01,-0.266,0.489,1.343,0,0.491,1,motif_NG
NDM5_304,32,-3.02,-0.644,0.483,0.643,0,0.403,1,motif_DP
NDM5_305,32,-1.1,0.156,0.567,1.914,1,0.472,1,odd_Cys(free_thiol)
NDM5_306,32,3.9,-0.175,0.802,1.329,1,0.825,1,odd_Cys(free_thiol)
NDM5_307,32,-0.99,0.037,0.439,2.257,0,0.366,1,motif_NS
NDM5_308,32,-0.14,-0.152,0.458,1.743,1,0.382,2,odd_Cys(free_thiol);motif_DS
NDM5_309,32,-0.02,0.541,0.536,1.914,0,0.446,1,motif_DP
NDM5_310,16,-1.02,-0.488,0.283,0.257,0,0.235,0,
NDM5_311,16,-0.14,0.162,0.24,0.786,1,0.2,2,odd_Cys(free_thiol);motif_NS
NDM5_312,16,2.01,-1.475,0.317,-1.029,0,0.432,1,motif_NG
