design_id,boltz2_iptm,boltz2_ptm,boltz2_plddt,boltz2_affinity_pred_value,boltz2_affinity_prob_binary
KPC3_369_1,0.3531774580478668,0.8701205849647522,0.8635654449462891,,
KPC3_373_0,0.7689254879951477,0.9253212213516235,0.8459835648536682,,
KPC3_378,0.42542070150375366,0.8688889145851135,0.8477845788002014,,
KPC3_378_0,0.5624940395355225,0.879649817943573,0.8412348628044128,,
KPC3_384_0,0.45042210817337036,0.9016212224960327,0.8939591646194458,,
KPC3_384_1,0.6589994430541992,0.9367422461509705,0.8906291127204895,,
KPC3_391_0,0.7827219367027283,0.9339226484298706,0.8747984766960144,,
KPC3_399_0,0.4920447766780853,0.9086370468139648,0.8683634400367737,,
KPC3_407,0.4038654863834381,0.8904542922973633,0.8643141984939575,,
KPC3_414_0,0.7492243051528931,0.9240092039108276,0.9015303254127502,,
KPC3_419_0,0.6045216917991638,0.9275661706924438,0.8900500535964966,,
KPC3_421,0.5158507823944092,0.8936625719070435,0.875095009803772,,
KPC3_421_0,0.5039352178573608,0.8497585654258728,0.8772616386413574,,
KPC3_421_1,0.41418135166168213,0.8903361558914185,0.8756223917007446,,
KPC3_423,0.6258509159088135,0.8909450173377991,0.8766613006591797,,
KPC3_423_1,0.586513340473175,0.9206196069717407,0.8745639324188232,,
KPC3_425_0,0.6191502213478088,0.9226529598236084,0.8643233180046082,,
KPC3_425_1,0.4634598195552826,0.9112454652786255,0.8694771528244019,,
KPC3_428,0.7591034770011902,0.9439776539802551,0.8724405765533447,,
KPC3_430,0.571526825428009,0.9335510730743408,0.8711544871330261,,
KPC3_430_0,0.4785250425338745,0.9161876440048218,0.8795903921127319,,
KPC3_435_1,0.734835147857666,0.9398273229598999,0.8922106623649597,,
KPC3_445_0,0.3104941248893738,0.8538400530815125,0.8465725779533386,,
KPC3_445_1,0.3637935519218445,0.8740268349647522,0.8510554432868958,,
KPC3_457_0,0.5826545357704163,0.9158619046211243,0.8680880665779114,,
KPC3_457_1,0.5221160054206848,0.9081603288650513,0.8660129308700562,,
KPC3_467_0,0.6563329100608826,0.9468621015548706,0.9110643267631531,,
KPC3_467_1,0.7258764505386353,0.9494476318359375,0.9239928126335144,,
KPC3_474,0.7286388874053955,0.9384080767631531,0.9284103512763977,,
KPC3_481,0.6761276721954346,0.9185057282447815,0.8470257520675659,,
KPC3_482,0.5039056539535522,0.9001715183258057,0.8514351844787598,,
KPC3_482_0,0.45509982109069824,0.8990205526351929,0.8535894155502319,,
KPC3_488_1,0.7412801384925842,0.9268125891685486,0.8584406971931458,,
KPC3_491_0,0.6859575510025024,0.9444936513900757,0.9217262268066406,,
KPC3_491_1,0.7822712063789368,0.9582414627075195,0.9277939796447754,,
KPC3_501_1,0.5203425288200378,0.8939976096153259,0.844480574131012,,
KPC3_502,0.2559928596019745,0.869402289390564,0.8710730075836182,,
KPC3_517,0.5438690185546875,0.9252569675445557,0.895720899105072,,
KPC3_517_0,0.6172304749488831,0.9254237413406372,0.8782094717025757,,
KPC3_518,0.8548157215118408,0.9507175087928772,0.8803093433380127,,
KPC3_522,0.6489899158477783,0.9126138687133789,0.8690364360809326,,
KPC3_535_1,0.7051945328712463,0.922245442867279,0.8500446677207947,,
KPC3_539_1,0.6060738563537598,0.9117202162742615,0.8417730331420898,,
KPC3_546,0.7223210334777832,0.9457196593284607,0.8824918270111084,,
KPC3_550,0.7348955273628235,0.9532836675643921,0.9073376655578613,,
KPC3_554,0.7869008183479309,0.9530689716339111,0.9056124091148376,,
KPC3_555,0.6990830302238464,0.9505988955497742,0.9038675427436829,,
KPC3_556,0.5974612236022949,0.9397382140159607,0.909822404384613,,
KPC3_559,0.7928144335746765,0.9562827348709106,0.9219619035720825,,
KPC3_562,0.6689987778663635,0.9392144083976746,0.8905853629112244,,
KPC3_568_0,0.44889673590660095,0.9149318337440491,0.8825393915176392,,
KPC3_573_0,0.8337544202804565,0.9564713835716248,0.8836430311203003,,
KPC3_574,0.7683950662612915,0.9438422322273254,0.8846087455749512,,
KPC3_586_1,0.6757883429527283,0.9346150159835815,0.8764550089836121,,
KPC3_590_0,0.4099002778530121,0.9015400409698486,0.8584614396095276,,
KPC3_601_0,0.49125415086746216,0.9262325763702393,0.8939592838287354,,
KPC3_602,0.5700191855430603,0.9339857697486877,0.910505473613739,,
KPC3_615,0.5058763027191162,0.9117228388786316,0.8751672506332397,,
KPC3_623,0.5186295509338379,0.9067742824554443,0.8945675492286682,,
KPC3_627,0.6730478405952454,0.9072320461273193,0.8741177320480347,,
KPC3_631_1,0.4616524279117584,0.8787267208099365,0.8407624959945679,,
KPC3_636_1,0.5811192989349365,0.9010754227638245,0.8448122143745422,,
KPC3_638,0.521589994430542,0.8906517028808594,0.8482692241668701,,
KPC3_650_0,0.599065899848938,0.9104890823364258,0.86447674036026,,
KPC3_650_1,0.4645756781101227,0.8940926194190979,0.856457531452179,,
KPC3_656_0,0.5520727634429932,0.8974040746688843,0.8554664254188538,,
KPC3_656_1,0.5370943546295166,0.901945173740387,0.8617690801620483,,
KPC3_657,0.5196229815483093,0.9014904499053955,0.8556745648384094,,
KPC3_658,0.6665127277374268,0.9214863181114197,0.8660860061645508,,
KPC3_661_0,0.8788321614265442,0.9555038809776306,0.8968022465705872,,
KPC3_662,0.6842247247695923,0.9402593970298767,0.8757675886154175,,
KPC3_671_1,0.6124987602233887,0.927650511264801,0.8822768330574036,,
KPC3_690_0,0.7434913516044617,0.946062445640564,0.9254884123802185,,
KPC3_697_1,0.9234651327133179,0.9650590419769287,0.9429848194122314,,
KPC3_713,0.46070942282676697,0.8782914876937866,0.8712230920791626,,
KPC3_714,0.4170566201210022,0.8859654068946838,0.83319091796875,,
KPC3_714_0,0.5758645534515381,0.8835145235061646,0.8533037304878235,,
KPC3_727_1,0.33705979585647583,0.8686607480049133,0.8344529867172241,,
KPC3_731,0.8416234850883484,0.9416016936302185,0.8582972288131714,,
KPC3_731_0,0.4098411202430725,0.8009436726570129,0.8656824231147766,,
KPC3_734_0,0.4491523802280426,0.9028878808021545,0.8613642454147339,,
KPC3_735,0.771467924118042,0.9380437135696411,0.8830825090408325,,
KPC3_742,0.44043728709220886,0.8967073559761047,0.8573751449584961,,
KPC3_745,0.5525469183921814,0.8962755799293518,0.8716466426849365,,
KPC3_753_0,0.7417397499084473,0.956653356552124,0.9285704493522644,,
KPC3_753_1,0.6068344712257385,0.9457928538322449,0.9200912117958069,,
KPC3_758_0,0.5792571902275085,0.9476959705352783,0.9209020733833313,,
KPC3_758_1,0.6359919309616089,0.9466038346290588,0.9182602763175964,,
KPC3_769_1,0.7896692156791687,0.9530651569366455,0.9215089678764343,,
KPC3_781_0,0.6615479588508606,0.9444873332977295,0.9285740256309509,,
KPC3_803,0.7341691851615906,0.9247076511383057,0.8544111847877502,,
KPC3_808,0.3860093653202057,0.8938111662864685,0.8507677316665649,,
KPC3_808_0,0.4598124921321869,0.8915309906005859,0.8560876250267029,,
KPC3_808_1,0.39480459690093994,0.8973612189292908,0.8462629914283752,,
KPC3_809,0.48671621084213257,0.8881038427352905,0.8624813556671143,,
KPC3_818_1,0.8573094010353088,0.9626798033714294,0.9292424321174622,,
KPC3_825,0.4430433511734009,0.9137365221977234,0.8803237080574036,,
KPC3_836_0,0.44398033618927,0.8831413984298706,0.8451800346374512,,
KPC3_836_1,0.39370834827423096,0.8262606263160706,0.8423164486885071,,
KPC3_851,0.47951412200927734,0.9017512798309326,0.898485004901886,,
KPC3_862_0,0.7823804020881653,0.950028121471405,0.910876989364624,,
KPC3_870,0.8267611861228943,0.9454578757286072,0.8727841973304749,,
KPC3_876,0.48974186182022095,0.8796201944351196,0.8813598155975342,,
KPC3_898_0,0.6672689914703369,0.9464216232299805,0.9155580997467041,,
KPC3_901,0.6670992374420166,0.920360803604126,0.8684244751930237,,
KPC3_910_0,0.6262728571891785,0.9434349536895752,0.9035070538520813,,
KPC3_924,0.6050236225128174,0.9137808084487915,0.8678355813026428,,
KPC3_928_0,0.4617512822151184,0.8979188203811646,0.8845430612564087,,
KPC3_933_0,0.6334397196769714,0.934518039226532,0.8940137624740601,,
KPC3_960,0.5876340270042419,0.9178747534751892,0.8726959824562073,,
KPC3_961,0.48377901315689087,0.8985612988471985,0.8649736046791077,,
KPC3_964_0,0.4271826446056366,0.8772792816162109,0.8617994785308838,,
KPC3_969_0,0.41640394926071167,0.8976677656173706,0.8668143153190613,,
KPC3_970,0.45651689171791077,0.8627977967262268,0.8515768647193909,,
KPC3_980,0.5064792633056641,0.9037671089172363,0.8781984448432922,,
KPC3_991_0,0.46036604046821594,0.9115824699401855,0.8896017074584961,,
KPC3_994,0.3036453425884247,0.9077110886573792,0.8871970176696777,,
KPC3_994_0,0.6809303760528564,0.9357243180274963,0.897680401802063,,
config_KPC3_147,0.5612898468971252,0.904272735118866,0.8430768847465515,,
config_KPC3_342,0.7911568880081177,0.9455803632736206,0.9002541899681091,,
config_KPC3_382,0.5336505174636841,0.9013526439666748,0.8697277307510376,,
config_KPC3_388,0.3949591815471649,0.843367874622345,0.8715844750404358,,
config_KPC3_502,0.3977815806865692,0.8803513646125793,0.8794896602630615,,
config_KPC3_505,0.7051846981048584,0.8776143789291382,0.879589319229126,,
config_KPC3_508,0.6169822216033936,0.913176953792572,0.8676663637161255,,
config_KPC3_562,0.44410431385040283,0.9312561750411987,0.9050851464271545,,
config_KPC3_580,0.6713865399360657,0.8917401432991028,0.8341751098632812,,
config_KPC3_582_2,0.4829423427581787,0.8793284893035889,0.8832949995994568,,
config_KPC3_605,0.3596450686454773,0.858661949634552,0.8704040050506592,,
config_KPC3_680,0.8153562545776367,0.9199181199073792,0.8619617819786072,,
config_KPC3_740,0.513416051864624,0.9222851991653442,0.9016975164413452,,
config_KPC3_802,0.5414939522743225,0.9324718117713928,0.8951983451843262,,
config_KPC3_809,0.8297826051712036,0.9311285614967346,0.9053998589515686,,
config_KPC3_829,0.7717477679252625,0.9438378810882568,0.908852756023407,,
config_KPC3_908,0.548713743686676,0.8626578450202942,0.8632087111473083,,
